Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,STAFF-8650,8650.0,Female,Research Director,Married,Yes,Y,1.0,-2.0,0.0,28.0,1.0,1146.0,4.0,High School,1.0,4.0,42.0,3.0,4.0,2.0,10338.0,24586.0,4.0,20.0,4.0,3.0,80.0,2.0,9.0,1.0,40.0,11.0,0.0,12.0
No,Non-Travel,45 - 54,Current Employees,HR,Life Sciences,STAFF-8651,8651.0,Male,Healthcare Representative,Divorced,No,Y,3.0,-2.0,0.0,50.0,1.0,860.0,10.0,High School,1.0,2.0,46.0,1.0,5.0,4.0,19925.0,7131.0,4.0,24.0,4.0,4.0,80.0,3.0,23.0,4.0,23.0,11.0,12.0,3.0
No,Non-Travel,25 - 34,Current Employees,HR,Technical Degree,STAFF-8652,8652.0,Female,Human Resources,Single,No,Y,3.0,-2.0,0.0,26.0,1.0,123.0,5.0,Master's Degree,1.0,4.0,95.0,3.0,2.0,1.0,16644.0,24074.0,4.0,12.0,3.0,4.0,80.0,3.0,40.0,2.0,17.0,13.0,4.0,12.0
No,Travel_Frequently,Under 25,Current Employees,HR,Other,STAFF-8653,8653.0,Male,Sales Executive,Single,Yes,Y,6.0,-2.0,0.0,22.0,1.0,1296.0,18.0,Doctoral Degree,1.0,3.0,32.0,3.0,1.0,2.0,16648.0,8252.0,6.0,17.0,4.0,4.0,80.0,2.0,28.0,2.0,9.0,17.0,8.0,0.0
No,Travel_Rarely,35 - 44,Current Employees,HR,Marketing,STAFF-8654,8654.0,Male,Healthcare Representative,Divorced,Yes,Y,3.0,-2.0,0.0,35.0,1.0,1436.0,18.0,Master's Degree,1.0,3.0,71.0,1.0,3.0,1.0,3196.0,23591.0,1.0,21.0,4.0,4.0,80.0,2.0,19.0,2.0,0.0,6.0,2.0,6.0
No,Non-Travel,Under 25,Current Employees,R&D,Marketing,STAFF-8655,8655.0,Male,Research Scientist,Divorced,Yes,Y,3.0,-2.0,0.0,23.0,1.0,1045.0,28.0,Doctoral Degree,1.0,1.0,83.0,1.0,5.0,3.0,1465.0,24458.0,2.0,23.0,4.0,3.0,80.0,0.0,24.0,2.0,37.0,14.0,13.0,2.0
No,Non-Travel,25 - 34,Current Employees,HR,Marketing,STAFF-8656,8656.0,Female,Sales Representative,Married,Yes,Y,3.0,-2.0,0.0,26.0,1.0,651.0,1.0,Doctoral Degree,1.0,1.0,99.0,3.0,4.0,4.0,15183.0,11152.0,6.0,15.0,4.0,3.0,80.0,1.0,10.0,4.0,7.0,14.0,3.0,7.0
No,Non-Travel,25 - 34,Current Employees,HR,Technical Degree,STAFF-8657,8657.0,Male,Manager,Divorced,Yes,Y,2.0,-2.0,0.0,30.0,1.0,1124.0,21.0,High School,1.0,3.0,31.0,2.0,5.0,1.0,7208.0,14423.0,4.0,19.0,4.0,2.0,80.0,1.0,16.0,2.0,2.0,1.0,1.0,17.0
No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,STAFF-8658,8658.0,Female,Research Director,Married,No,Y,2.0,-2.0,0.0,25.0,1.0,612.0,28.0,Associates Degree,1.0,3.0,91.0,1.0,2.0,4.0,19004.0,23223.0,2.0,20.0,3.0,1.0,80.0,2.0,29.0,4.0,19.0,18.0,10.0,7.0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-8659,8659.0,Male,Laboratory Technician,Married,Yes,Y,3.0,-2.0,0.0,25.0,1.0,1296.0,16.0,Master's Degree,1.0,1.0,41.0,2.0,5.0,3.0,6033.0,14065.0,8.0,13.0,3.0,4.0,80.0,1.0,25.0,2.0,19.0,17.0,12.0,5.0
No,Non-Travel,25 - 34,Current Employees,R&D,Human Resources,STAFF-8660,8660.0,Female,Human Resources,Divorced,No,Y,5.0,-2.0,0.0,25.0,0.0,199.0,24.0,High School,1.0,2.0,38.0,3.0,5.0,3.0,3495.0,23494.0,0.0,13.0,4.0,4.0,80.0,3.0,10.0,4.0,6.0,16.0,2.0,4.0
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Medical,STAFF-8661,8661.0,Male,Human Resources,Single,Yes,Y,2.0,-2.0,0.0,31.0,1.0,694.0,21.0,Doctoral Degree,1.0,2.0,85.0,1.0,2.0,3.0,8134.0,18375.0,3.0,18.0,4.0,2.0,80.0,0.0,18.0,2.0,27.0,8.0,4.0,1.0
Yes,Non-Travel,Under 25,Ex-Employees,Sales,Technical Degree,STAFF-8662,8662.0,Female,Sales Representative,Divorced,Yes,Y,5.0,-2.0,0.0,18.0,1.0,377.0,25.0,Master's Degree,1.0,1.0,81.0,1.0,5.0,2.0,1783.0,7970.0,7.0,19.0,4.0,4.0,80.0,0.0,36.0,2.0,38.0,1.0,5.0,17.0
Yes,Non-Travel,25 - 34,Ex-Employees,HR,Medical,STAFF-8663,8663.0,Female,Research Director,Single,Yes,Y,0.0,-2.0,0.0,25.0,1.0,1110.0,4.0,Associates Degree,1.0,1.0,64.0,1.0,4.0,4.0,6549.0,13940.0,7.0,13.0,3.0,4.0,80.0,2.0,25.0,4.0,18.0,17.0,4.0,3.0
No,Travel_Frequently,Under 25,Current Employees,Sales,Life Sciences,STAFF-8664,8664.0,Male,Laboratory Technician,Single,Yes,Y,1.0,-2.0,0.0,22.0,1.0,1113.0,26.0,Bachelor's Degree,1.0,1.0,84.0,3.0,1.0,4.0,16199.0,25383.0,0.0,21.0,4.0,1.0,80.0,1.0,20.0,1.0,8.0,14.0,15.0,0.0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Marketing,STAFF-8665,8665.0,Male,Healthcare Representative,Single,No,Y,5.0,-2.0,0.0,26.0,1.0,418.0,6.0,Doctoral Degree,1.0,1.0,42.0,3.0,3.0,3.0,2363.0,14184.0,7.0,23.0,3.0,2.0,80.0,3.0,1.0,4.0,38.0,,2.0,5.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Life Sciences,STAFF-8666,8666.0,Female,Sales Executive,Single,Yes,Y,0.0,-2.0,0.0,19.0,1.0,902.0,10.0,Associates Degree,1.0,2.0,56.0,2.0,5.0,4.0,1125.0,12066.0,7.0,18.0,4.0,1.0,80.0,0.0,15.0,4.0,18.0,7.0,12.0,3.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Technical Degree,STAFF-8667,8667.0,Male,Human Resources,Single,Yes,Y,6.0,-2.0,0.0,26.0,1.0,770.0,13.0,Associates Degree,1.0,4.0,60.0,4.0,2.0,1.0,11467.0,15100.0,4.0,13.0,3.0,4.0,80.0,0.0,6.0,1.0,32.0,1.0,4.0,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-8668,8668.0,Male,Research Director,Single,Yes,Y,4.0,-2.0,0.0,29.0,0.0,724.0,12.0,Doctoral Degree,1.0,4.0,63.0,3.0,1.0,2.0,18073.0,7678.0,1.0,13.0,4.0,2.0,80.0,0.0,20.0,3.0,1.0,13.0,2.0,2.0
No,Non-Travel,25 - 34,Current Employees,R&D,Other,STAFF-8669,8669.0,Female,Human Resources,Divorced,Yes,Y,0.0,-2.0,0.0,25.0,1.0,141.0,28.0,High School,1.0,1.0,80.0,3.0,5.0,1.0,12909.0,12679.0,2.0,16.0,4.0,1.0,80.0,2.0,5.0,4.0,3.0,13.0,4.0,10.0
No,Non-Travel,25 - 34,Current Employees,HR,Medical,STAFF-8670,8670.0,Male,Healthcare Representative,Single,Yes,Y,1.0,-2.0,0.0,26.0,1.0,509.0,12.0,Doctoral Degree,1.0,4.0,80.0,2.0,5.0,4.0,1747.0,26447.0,0.0,14.0,3.0,2.0,80.0,3.0,11.0,1.0,23.0,7.0,7.0,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-8671,8671.0,Male,Sales Representative,Divorced,Yes,Y,3.0,-2.0,0.0,44.0,1.0,217.0,24.0,Master's Degree,1.0,3.0,49.0,4.0,5.0,2.0,15420.0,19100.0,6.0,22.0,4.0,2.0,80.0,1.0,37.0,3.0,25.0,10.0,5.0,0.0
No,Non-Travel,Under 25,Current Employees,R&D,Medical,STAFF-8672,8672.0,Male,Research Scientist,Divorced,Yes,Y,2.0,-2.0,0.0,18.0,0.0,1190.0,18.0,Doctoral Degree,1.0,3.0,57.0,1.0,3.0,2.0,1519.0,20955.0,8.0,11.0,3.0,3.0,80.0,2.0,2.0,4.0,0.0,13.0,13.0,5.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Marketing,STAFF-8673,8673.0,Female,Research Scientist,Divorced,No,Y,4.0,-2.0,0.0,31.0,0.0,409.0,2.0,High School,1.0,1.0,64.0,3.0,4.0,1.0,4115.0,6511.0,3.0,16.0,3.0,1.0,80.0,1.0,15.0,1.0,9.0,4.0,0.0,3.0
No,Travel_Rarely,Under 25,Current Employees,HR,Technical Degree,STAFF-8674,8674.0,Female,Manager,Married,No,Y,1.0,-2.0,0.0,22.0,0.0,903.0,12.0,Doctoral Degree,1.0,3.0,48.0,4.0,2.0,1.0,13719.0,6036.0,4.0,16.0,3.0,2.0,80.0,3.0,18.0,3.0,12.0,2.0,10.0,11.0
No,Travel_Frequently,Under 25,Current Employees,R&D,Medical,STAFF-8675,8675.0,Male,Sales Executive,Married,Yes,Y,4.0,-2.0,0.0,19.0,1.0,402.0,22.0,High School,1.0,1.0,63.0,3.0,1.0,4.0,15386.0,15430.0,8.0,23.0,4.0,2.0,80.0,1.0,6.0,3.0,26.0,11.0,6.0,10.0
No,Non-Travel,35 - 44,Current Employees,Sales,Marketing,STAFF-8676,8676.0,Male,Human Resources,Divorced,Yes,Y,1.0,-2.0,0.0,38.0,0.0,437.0,5.0,Master's Degree,1.0,1.0,96.0,1.0,2.0,4.0,3588.0,2814.0,3.0,22.0,4.0,4.0,80.0,2.0,34.0,3.0,7.0,4.0,3.0,3.0
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-8677,8677.0,Male,Sales Representative,Married,No,Y,2.0,-2.0,0.0,27.0,1.0,1078.0,1.0,Bachelor's Degree,1.0,2.0,69.0,3.0,2.0,1.0,6767.0,25330.0,5.0,17.0,4.0,4.0,80.0,0.0,21.0,1.0,24.0,0.0,15.0,4.0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Human Resources,STAFF-8678,8678.0,Male,Sales Executive,Divorced,Yes,Y,1.0,-2.0,0.0,28.0,1.0,696.0,12.0,Associates Degree,1.0,4.0,52.0,4.0,1.0,3.0,14330.0,3410.0,0.0,19.0,4.0,4.0,80.0,1.0,11.0,3.0,26.0,3.0,11.0,8.0
No,Travel_Rarely,Over 55,Current Employees,HR,Technical Degree,STAFF-8679,8679.0,Female,Laboratory Technician,Divorced,No,Y,5.0,-2.0,0.0,58.0,1.0,723.0,15.0,Associates Degree,1.0,4.0,78.0,3.0,3.0,2.0,2275.0,11328.0,9.0,24.0,4.0,1.0,80.0,3.0,21.0,3.0,10.0,4.0,0.0,3.0
No,Non-Travel,Under 25,Current Employees,R&D,Human Resources,STAFF-8680,8680.0,Female,Manager,Single,Yes,Y,1.0,-2.0,0.0,24.0,1.0,553.0,13.0,Bachelor's Degree,1.0,3.0,52.0,1.0,2.0,2.0,13274.0,3299.0,5.0,15.0,4.0,1.0,80.0,2.0,36.0,1.0,30.0,4.0,10.0,3.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,STAFF-8681,8681.0,Female,Human Resources,Married,No,Y,3.0,-2.0,0.0,30.0,1.0,1313.0,6.0,Associates Degree,1.0,3.0,68.0,1.0,4.0,1.0,13633.0,18284.0,4.0,21.0,4.0,1.0,80.0,0.0,18.0,1.0,9.0,16.0,14.0,9.0
No,Non-Travel,25 - 34,Current Employees,Sales,Human Resources,STAFF-8682,8682.0,Female,Manufacturing Director,Married,Yes,Y,2.0,-2.0,0.0,25.0,1.0,591.0,28.0,High School,1.0,2.0,57.0,2.0,5.0,1.0,19045.0,18021.0,9.0,12.0,4.0,3.0,80.0,2.0,13.0,3.0,0.0,2.0,9.0,7.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Human Resources,STAFF-8683,8683.0,Male,Human Resources,Divorced,Yes,Y,0.0,-2.0,0.0,27.0,1.0,1107.0,15.0,Doctoral Degree,1.0,4.0,44.0,2.0,3.0,2.0,13320.0,11789.0,7.0,13.0,3.0,3.0,80.0,3.0,3.0,2.0,0.0,2.0,8.0,6.0
No,Non-Travel,25 - 34,Current Employees,R&D,Human Resources,STAFF-8684,8684.0,Male,Laboratory Technician,Married,Yes,Y,0.0,-2.0,0.0,31.0,1.0,545.0,28.0,High School,1.0,1.0,54.0,4.0,1.0,3.0,2592.0,21722.0,4.0,19.0,3.0,3.0,80.0,3.0,25.0,4.0,3.0,12.0,6.0,13.0
No,Non-Travel,Under 25,Current Employees,Sales,Technical Degree,STAFF-8685,8685.0,Male,Manager,Divorced,No,Y,0.0,-2.0,0.0,19.0,1.0,465.0,5.0,Bachelor's Degree,1.0,3.0,87.0,1.0,1.0,4.0,3818.0,2997.0,8.0,22.0,3.0,1.0,80.0,0.0,31.0,4.0,12.0,11.0,14.0,13.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Human Resources,STAFF-8686,8686.0,Male,Research Director,Divorced,No,Y,1.0,-2.0,0.0,27.0,1.0,629.0,20.0,Doctoral Degree,1.0,2.0,41.0,4.0,2.0,4.0,18247.0,14142.0,8.0,16.0,4.0,4.0,80.0,2.0,18.0,4.0,3.0,10.0,6.0,14.0
No,Travel_Rarely,Under 25,Current Employees,HR,Other,STAFF-8687,8687.0,Male,Sales Executive,Divorced,Yes,Y,5.0,-2.0,0.0,21.0,1.0,567.0,13.0,Doctoral Degree,1.0,1.0,64.0,3.0,2.0,4.0,18716.0,14759.0,7.0,12.0,4.0,2.0,80.0,0.0,9.0,1.0,25.0,8.0,3.0,13.0
No,Travel_Frequently,45 - 54,Current Employees,Sales,Technical Degree,STAFF-8688,8688.0,Female,Sales Executive,Single,No,Y,2.0,-2.0,0.0,45.0,1.0,591.0,26.0,Doctoral Degree,1.0,4.0,31.0,4.0,5.0,1.0,15886.0,17100.0,2.0,12.0,3.0,3.0,80.0,3.0,39.0,3.0,5.0,16.0,7.0,10.0
No,Non-Travel,25 - 34,Current Employees,R&D,Human Resources,STAFF-8689,8689.0,Female,Research Scientist,Single,Yes,Y,5.0,-2.0,0.0,32.0,1.0,1363.0,25.0,Associates Degree,1.0,3.0,95.0,2.0,4.0,1.0,1495.0,4261.0,9.0,11.0,4.0,4.0,80.0,0.0,11.0,4.0,16.0,6.0,11.0,11.0
No,Non-Travel,Under 25,Current Employees,R&D,Human Resources,STAFF-8690,8690.0,Female,Human Resources,Married,Yes,Y,4.0,-2.0,0.0,18.0,0.0,945.0,20.0,Master's Degree,1.0,3.0,88.0,2.0,1.0,4.0,10771.0,14421.0,2.0,18.0,4.0,2.0,80.0,3.0,15.0,3.0,2.0,18.0,15.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Travel_Frequently,35 - 44,Ex-Employees,Sales,Marketing,STAFF-8691,8691.0,Female,Research Scientist,Divorced,No,Y,6.0,-2.0,0.0,39.0,1.0,483.0,20.0,Associates Degree,1.0,1.0,70.0,3.0,4.0,1.0,9004.0,18822.0,2.0,21.0,4.0,3.0,80.0,2.0,26.0,2.0,39.0,17.0,0.0,17.0
No,Non-Travel,25 - 34,Current Employees,HR,Life Sciences,STAFF-8692,8692.0,Male,Manufacturing Director,Single,Yes,Y,5.0,-2.0,0.0,31.0,0.0,138.0,21.0,Associates Degree,1.0,1.0,50.0,2.0,3.0,3.0,12720.0,25858.0,6.0,21.0,3.0,4.0,80.0,1.0,31.0,1.0,12.0,7.0,14.0,12.0
No,Non-Travel,25 - 34,Current Employees,Sales,Technical Degree,STAFF-8693,8693.0,Female,Research Scientist,Single,No,Y,4.0,-2.0,0.0,34.0,1.0,576.0,10.0,Doctoral Degree,1.0,1.0,63.0,4.0,3.0,4.0,19985.0,22003.0,9.0,20.0,4.0,1.0,80.0,2.0,24.0,4.0,21.0,8.0,6.0,10.0
No,Non-Travel,Under 25,Current Employees,HR,Other,STAFF-8694,8694.0,Male,Sales Executive,Married,Yes,Y,6.0,-2.0,0.0,19.0,0.0,811.0,17.0,High School,1.0,3.0,44.0,1.0,5.0,1.0,3467.0,23129.0,9.0,25.0,4.0,3.0,80.0,1.0,35.0,1.0,27.0,2.0,2.0,17.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-8695,8695.0,Male,Sales Executive,Divorced,Yes,Y,2.0,-2.0,0.0,34.0,1.0,448.0,26.0,Doctoral Degree,1.0,1.0,68.0,1.0,3.0,3.0,4117.0,26035.0,2.0,19.0,3.0,1.0,80.0,1.0,1.0,4.0,10.0,12.0,4.0,16.0
No,Travel_Rarely,25 - 34,Current Employees,HR,Medical,STAFF-8696,8696.0,Female,Laboratory Technician,Divorced,Yes,Y,5.0,-2.0,0.0,25.0,1.0,948.0,3.0,Doctoral Degree,1.0,2.0,99.0,4.0,2.0,1.0,12247.0,5334.0,3.0,17.0,4.0,2.0,80.0,3.0,0.0,2.0,6.0,10.0,5.0,3.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Human Resources,STAFF-8697,8697.0,Female,Research Director,Divorced,No,Y,6.0,-2.0,0.0,25.0,0.0,1334.0,20.0,Bachelor's Degree,1.0,4.0,65.0,3.0,5.0,1.0,9081.0,15558.0,0.0,23.0,4.0,4.0,80.0,0.0,40.0,2.0,40.0,7.0,15.0,11.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Human Resources,STAFF-8698,8698.0,Male,Human Resources,Divorced,Yes,Y,6.0,-2.0,0.0,28.0,1.0,552.0,10.0,Doctoral Degree,1.0,2.0,59.0,3.0,2.0,1.0,1646.0,8865.0,0.0,25.0,3.0,1.0,80.0,0.0,28.0,2.0,6.0,3.0,2.0,0.0
No,Non-Travel,35 - 44,Current Employees,R&D,Human Resources,STAFF-8699,8699.0,Female,Laboratory Technician,Single,No,Y,5.0,-2.0,0.0,39.0,1.0,979.0,6.0,Master's Degree,1.0,3.0,47.0,3.0,5.0,3.0,17495.0,3646.0,7.0,11.0,3.0,3.0,80.0,1.0,27.0,2.0,39.0,11.0,7.0,6.0
No,Non-Travel,35 - 44,Current Employees,R&D,Marketing,STAFF-8700,8700.0,Female,Healthcare Representative,Married,Yes,Y,4.0,-2.0,0.0,35.0,1.0,594.0,25.0,Bachelor's Degree,1.0,3.0,33.0,1.0,1.0,4.0,12099.0,7343.0,4.0,21.0,4.0,4.0,80.0,0.0,34.0,4.0,6.0,1.0,8.0,10.0
No,Non-Travel,35 - 44,Current Employees,HR,Marketing,STAFF-8701,8701.0,Female,Manager,Married,Yes,Y,0.0,-2.0,0.0,37.0,0.0,185.0,26.0,Doctoral Degree,1.0,2.0,70.0,3.0,1.0,1.0,4103.0,16280.0,2.0,12.0,3.0,1.0,80.0,1.0,35.0,3.0,0.0,8.0,2.0,6.0
No,Non-Travel,Under 25,Current Employees,HR,Medical,STAFF-8702,8702.0,Male,Manager,Divorced,Yes,Y,5.0,-2.0,0.0,20.0,1.0,1054.0,14.0,High School,1.0,4.0,34.0,3.0,4.0,2.0,16707.0,24722.0,2.0,15.0,3.0,4.0,80.0,1.0,36.0,4.0,5.0,1.0,15.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Non-Travel,35 - 44,Ex-Employees,R&D,Marketing,STAFF-8703,8703.0,Male,Human Resources,Divorced,Yes,Y,3.0,-2.0,0.0,40.0,1.0,1138.0,4.0,Bachelor's Degree,1.0,2.0,63.0,3.0,3.0,1.0,8714.0,14924.0,7.0,11.0,4.0,4.0,80.0,1.0,17.0,2.0,36.0,14.0,0.0,1.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Other,STAFF-8704,8704.0,Male,Laboratory Technician,Married,Yes,Y,3.0,-2.0,0.0,34.0,1.0,122.0,3.0,High School,1.0,3.0,91.0,4.0,4.0,2.0,15558.0,21972.0,3.0,19.0,3.0,1.0,80.0,2.0,4.0,3.0,24.0,13.0,13.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,STAFF-8705,8705.0,Female,Healthcare Representative,Married,No,Y,3.0,-2.0,0.0,27.0,1.0,1250.0,29.0,High School,1.0,4.0,51.0,3.0,2.0,1.0,18564.0,10189.0,3.0,24.0,4.0,2.0,80.0,0.0,3.0,4.0,8.0,0.0,3.0,6.0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-8706,8706.0,Female,Manager,Married,Yes,Y,5.0,-2.0,0.0,26.0,1.0,192.0,2.0,Doctoral Degree,1.0,2.0,42.0,2.0,1.0,3.0,18305.0,12683.0,7.0,20.0,3.0,4.0,80.0,3.0,1.0,1.0,13.0,6.0,12.0,5.0
No,Travel_Rarely,35 - 44,Current Employees,HR,Medical,STAFF-8707,8707.0,Female,Sales Representative,Married,No,Y,5.0,-2.0,0.0,40.0,0.0,392.0,27.0,High School,1.0,3.0,57.0,2.0,5.0,1.0,1818.0,22539.0,9.0,12.0,3.0,1.0,80.0,3.0,6.0,3.0,18.0,8.0,0.0,1.0
No,Non-Travel,35 - 44,Current Employees,HR,Technical Degree,STAFF-8708,8708.0,Male,Human Resources,Married,Yes,Y,3.0,-2.0,0.0,40.0,1.0,1387.0,24.0,Bachelor's Degree,1.0,4.0,43.0,4.0,5.0,3.0,19128.0,8969.0,1.0,22.0,4.0,1.0,80.0,3.0,19.0,4.0,16.0,15.0,8.0,9.0
No,Non-Travel,25 - 34,Current Employees,R&D,Human Resources,STAFF-8709,8709.0,Male,Manufacturing Director,Divorced,Yes,Y,1.0,-2.0,0.0,29.0,1.0,1052.0,26.0,Bachelor's Degree,1.0,1.0,82.0,1.0,4.0,4.0,4955.0,14665.0,2.0,17.0,4.0,3.0,80.0,2.0,1.0,1.0,30.0,15.0,9.0,2.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Human Resources,STAFF-8710,8710.0,Female,Healthcare Representative,Married,Yes,Y,3.0,-2.0,0.0,18.0,1.0,321.0,2.0,Doctoral Degree,1.0,2.0,84.0,3.0,1.0,4.0,12731.0,23564.0,2.0,17.0,3.0,4.0,80.0,3.0,1.0,4.0,33.0,10.0,2.0,8.0
No,Travel_Rarely,Over 55,Current Employees,R&D,Other,STAFF-8711,8711.0,Male,Manager,Married,Yes,Y,3.0,-2.0,0.0,58.0,1.0,565.0,6.0,Associates Degree,1.0,3.0,84.0,4.0,4.0,4.0,14921.0,11520.0,0.0,25.0,4.0,2.0,80.0,3.0,32.0,2.0,32.0,13.0,11.0,6.0
Yes,Non-Travel,Under 25,Ex-Employees,HR,Human Resources,STAFF-8712,8712.0,Male,Sales Executive,Married,Yes,Y,6.0,-2.0,0.0,22.0,1.0,709.0,23.0,Master's Degree,1.0,3.0,86.0,3.0,5.0,3.0,2144.0,18832.0,8.0,21.0,4.0,4.0,80.0,2.0,10.0,4.0,34.0,12.0,12.0,6.0
No,Non-Travel,Under 25,Current Employees,Sales,Medical,STAFF-8713,8713.0,Female,Manufacturing Director,Divorced,No,Y,1.0,-2.0,0.0,20.0,0.0,1047.0,23.0,Master's Degree,1.0,4.0,71.0,4.0,1.0,4.0,7548.0,18111.0,3.0,14.0,4.0,1.0,80.0,1.0,1.0,3.0,36.0,18.0,15.0,4.0
No,Travel_Frequently,Under 25,Current Employees,R&D,Life Sciences,STAFF-8714,8714.0,Male,Manufacturing Director,Divorced,Yes,Y,6.0,-2.0,0.0,19.0,1.0,526.0,29.0,Doctoral Degree,1.0,1.0,48.0,1.0,5.0,4.0,9306.0,18598.0,3.0,18.0,3.0,4.0,80.0,1.0,18.0,3.0,20.0,18.0,12.0,12.0
No,Non-Travel,Under 25,Current Employees,HR,Life Sciences,STAFF-8715,8715.0,Male,Research Director,Married,No,Y,5.0,-2.0,0.0,18.0,1.0,195.0,20.0,Master's Degree,1.0,1.0,45.0,4.0,2.0,3.0,19726.0,23311.0,1.0,25.0,3.0,2.0,80.0,3.0,10.0,2.0,7.0,13.0,5.0,17.0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Technical Degree,STAFF-8716,8716.0,Female,Laboratory Technician,Single,Yes,Y,0.0,-2.0,0.0,50.0,1.0,903.0,24.0,Master's Degree,1.0,4.0,31.0,4.0,1.0,2.0,4914.0,19929.0,5.0,20.0,4.0,4.0,80.0,3.0,31.0,2.0,28.0,0.0,2.0,9.0
No,Travel_Rarely,Under 25,Current Employees,HR,Medical,STAFF-8717,8717.0,Male,Manager,Single,No,Y,1.0,-2.0,0.0,20.0,0.0,1155.0,27.0,Doctoral Degree,1.0,3.0,54.0,3.0,5.0,3.0,5725.0,5107.0,8.0,20.0,4.0,3.0,80.0,2.0,9.0,1.0,19.0,2.0,8.0,6.0
No,Travel_Rarely,Under 25,Current Employees,HR,Life Sciences,STAFF-8718,8718.0,Female,Sales Representative,Single,Yes,Y,3.0,-2.0,0.0,18.0,1.0,422.0,29.0,High School,1.0,1.0,96.0,3.0,1.0,1.0,17708.0,26170.0,9.0,24.0,4.0,4.0,80.0,0.0,38.0,2.0,4.0,0.0,6.0,3.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-8719,8719.0,Male,Manufacturing Director,Divorced,Yes,Y,5.0,-2.0,0.0,29.0,1.0,704.0,9.0,Doctoral Degree,1.0,3.0,69.0,4.0,4.0,1.0,16978.0,10094.0,3.0,19.0,4.0,3.0,80.0,1.0,9.0,4.0,5.0,10.0,4.0,16.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Human Resources,STAFF-8720,8720.0,Male,Sales Executive,Divorced,Yes,Y,5.0,-2.0,0.0,18.0,1.0,520.0,13.0,Associates Degree,1.0,2.0,56.0,1.0,5.0,3.0,2688.0,18701.0,3.0,21.0,4.0,3.0,80.0,1.0,25.0,2.0,29.0,16.0,12.0,14.0
No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,STAFF-8721,8721.0,Male,Sales Executive,Single,No,Y,0.0,-2.0,0.0,31.0,1.0,1471.0,23.0,High School,1.0,1.0,41.0,1.0,5.0,3.0,1012.0,22685.0,5.0,24.0,4.0,4.0,80.0,0.0,29.0,3.0,8.0,10.0,11.0,12.0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-8722,8722.0,Male,Research Director,Single,Yes,Y,0.0,-2.0,0.0,25.0,1.0,231.0,5.0,Doctoral Degree,1.0,4.0,46.0,2.0,1.0,2.0,9206.0,25858.0,7.0,19.0,3.0,4.0,80.0,3.0,18.0,2.0,25.0,5.0,2.0,2.0
No,Travel_Rarely,Under 25,Current Employees,HR,Marketing,STAFF-8723,8723.0,Male,Healthcare Representative,Single,Yes,Y,2.0,-2.0,0.0,20.0,1.0,376.0,20.0,Doctoral Degree,1.0,1.0,85.0,2.0,4.0,3.0,3772.0,8473.0,4.0,21.0,3.0,3.0,80.0,1.0,12.0,3.0,11.0,4.0,1.0,11.0
